x	y
1.27986	0.423621
0.162719	-0.72855
0.969853	-0.312184
-1.15713	-0.86501
-0.107542	1.18984
0.763553	-0.0471193
0.78385	1.18812
0.361113	0.898217
-0.541166	0.0427694
-0.42969	1.09093
-1.41126	-0.204006
-0.815299	-0.137906
-0.434046	0.864467
-0.443569	1.22467
-1.29811	-0.134256
0.0478456	0.963819
1.33236	0.54764
1.35642	0.240635
-0.0287008	1.11581
0.116093	-1.02669
-1.08359	0.718174
0.715868	-0.201245
1.20521	0.433945
0.2276	-0.844565
-1.00593	-0.310501
0.345251	1.04499
0.402644	0.85291
0.194254	-0.85281
-1.08128	0.221797
-0.220674	-0.974816
0.899254	0.423613
0.571547	0.244545
0.574687	0.57687
-1.09426	-0.102215
1.12451	-0.472628
-0.400096	-0.806803
0.97253	0.575059
0.644702	0.0562637
-0.939904	0.149684
0.311268	0.220542
0.457975	-0.766485
-0.114014	0.846962
-1.049	-0.31354
-0.755382	-1.05235
0.767391	0.416946
0.131304	0.95181
0.955834	1.07529
0.414794	-0.68698
0.912696	-0.111843
0.5607	1.16029
-0.0840359	0.919717
-0.60376	0.401422
-1.15235	-0.471283
-0.0113355	0.740766
-0.528763	0.16144
-0.795666	-1.29819
1.14118	0.550031
0.393289	-0.635297
-0.496992	-0.553388
0.753259	0.887513
-0.568575	-0.713144
-0.55118	0.815237
0.667832	0.439168
0.638473	-0.432034
-1.10092	0.326517
-0.213331	1.06224
-0.377473	1.08564
0.422363	-0.628411
0.0359112	-1.0947
-0.591169	0.150493
-0.209284	-1.13834
-0.621163	0.040004
0.85602	0.586681
0.786451	0.0514942
0.772478	0.165779
0.763668	-0.241187
-0.165667	-0.643088
0.677068	-1.04253
-0.730978	0.268323
0.688568	0.306708
0.632768	-0.181421
1.20273	0.703806
-0.980253	-0.243139
-1.13596	0.493334
-0.0826336	1.08936
1.08724	-0.166842
-0.671727	-0.832821
0.90897	-0.621013
-0.313892	1.08798
-0.680335	-0.326359
-0.776346	-0.369431
0.406265	-0.649939
0.37384	-1.22285
-0.273834	-0.389381
0.77971	-0.140146
0.348283	-0.667944
-0.16507	-1.22837
1.24388	0.382059
-0.231386	-1.11245
-0.746068	0.46116
-0.43384	-0.549065
1.0766	0.612406
0.642102	0.846469
-0.577983	0.660623
-1.09438	-0.449068
-0.416173	0.8762
0.685204	0.835392
-0.413596	0.849283
-0.677301	-0.816363
-0.558569	-0.167328
-1.16946	0.338713
0.887609	0.340566
-0.401401	1.12205
-1.29354	-0.682864
0.0954739	1.21167
-1.14907	-0.740963
0.62608	0.838217
-0.769263	-0.98149
0.108849	-1.04773
0.770794	0.686629
-0.611434	-0.0767985
0.707978	0.328604
0.331492	0.544981
-0.531843	1.24453
-1.1205	-0.621995
0.209097	-1.09956
0.652518	-0.853038
-0.914117	-0.735845
0.788504	0.604599
-0.26086	1.01052
1.08125	0.0157598
0.718917	-0.685132
0.0574251	-0.738053
-0.427389	0.805455
1.06593	-0.12038
0.436285	0.949459
0.790997	0.234111
0.884508	0.238673
-0.140969	1.27531
-0.2928	-0.356024
0.810916	0.709385
0.831019	0.480312
0.0995526	1.19544
0.784663	-0.968421
-0.600901	0.0925076
-0.747206	-0.255987
0.890775	-0.138879
-0.439734	-1.00443
0.134766	1.5145
-0.597148	0.501653
-0.606209	0.444421
0.663884	-0.543584
0.561935	0.712541
0.75734	0.815723
-0.896885	-1.01231
0.0820731	-0.948976
-0.515427	-0.51423
-0.259805	-0.680865
0.640692	0.0856834
1.26366	-0.220034
0.258185	0.260982
-0.650213	1.04016
-0.841874	0.133076
0.280062	0.8764
-1.06959	-0.271202
-0.313278	-0.444031
0.597324	0.0707255
0.714517	-0.212905
-0.98278	-0.727672
1.3544	0.289428
0.971772	-0.2616
-0.184315	1.16779
-0.792025	-0.38248
0.483094	0.852982
0.346573	-1.00065
-0.331603	0.332606
1.36134	-0.285692
0.0616245	0.566005
0.75536	0.369173
-0.766512	-0.507137
0.0628842	1.19359
-0.852231	0.579183
-1.21285	0.0383393
-0.681363	0.224812
-0.400901	-0.415087
0.540971	-1.05758
1.01717	1.11636
1.18087	-0.362812
1.08808	0.321687
0.11596	-0.909009
-0.657111	0.950437
0.569993	1.14735
1.54469	-0.298803
-0.214104	0.673331
0.269214	-1.36051
0.734869	-0.876285
-0.796859	-0.616875
0.655892	0.781628
0.478272	-1.3435
-0.411097	-0.391569
0.835601	-0.344858
0.911768	0.527544
-0.59064	0.658305
0.240726	-0.736906
1.09013	-0.44219
0.741082	-0.496764
-0.694416	0.560623
0.679125	-0.333196
-0.998353	0.0409525
0.187132	0.198485
0.707235	-0.0731678
-1.10349	-0.261118
-0.471574	-0.645098
-0.600265	-1.24512
1.1561	0.131704
0.83414	0.0444911
0.256567	0.914582
1.02916	-0.0382524
0.614029	1.00081
0.480324	-1.13688
-0.846294	0.948809
0.646935	-0.928007
-0.20987	1.27879
-0.828645	0.0344213
0.0605714	0.577886
0.161118	0.944958
0.597717	-0.82925
-0.0438142	-0.846326
0.554654	1.21557
0.0995356	0.685515
0.631829	-0.0829186
-0.018003	-0.727345
-0.266343	1.06205
1.32345	0.406274
-1.04493	0.0581116
0.0512292	-1.11334
-0.519308	0.587467
1.0029	0.280317
-1.30404	0.100431
1.1957	-0.201615
0.33206	1.28949
0.422229	0.117217
1.08895	-0.128405
-0.937265	-0.535009
1.20501	0.237939
0.0168498	-0.983348
1.16618	-0.481171
-1.13464	-0.0256487
0.469402	-0.51906
-0.384628	0.981578
-0.162054	-1.08895
-0.962138	0.449244
0.852147	-0.240983
0.0393439	-0.856374
-0.233127	-0.626524
1.03103	0.497052
0.828217	0.600371
-1.05362	0.096777
-0.490831	0.0838655
0.224994	-0.795935
-0.356748	-0.344813
-0.838582	-0.412092
-0.055384	0.890369
-0.548887	0.752504
-0.576532	0.133179
0.19521	1.22295
-0.686947	0.673822
-1.15417	0.732049
0.196591	0.581282
1.21884	-0.154128
-0.172362	1.14288
0.0211972	0.953992
-0.943397	0.497467
1.16915	0.188221
-0.102752	-0.913176
-0.799243	1.01568
-1.16369	-0.860566
-1.3662	1.11049
-0.596628	-0.504555
-1.12613	-1.01701
0.626033	-0.298831
0.282104	-0.613653
-0.608753	-0.871796
-0.925868	0.150408
1.17323	-0.0303692
-0.84665	0.224699
-0.805832	-0.406844
-0.963506	0.686918
-0.59589	-0.620493
-0.776093	-0.689546
0.363438	-0.914117
0.565328	0.673657
0.806913	0.39479
0.278824	-1.60105
-1.1118	-0.566418
0.966177	0.850648
-0.749763	-0.752867
-0.600398	0.747606
0.4976	0.588813
0.247819	-1.21556
-1.17367	-0.580997
-0.542388	0.919077
0.879868	0.142076
0.736411	-0.112202
0.623618	-0.798937
-0.0537273	0.990836
-0.14993	-0.814045
0.616012	1.00873
0.747714	-0.748196
-0.977906	-0.461629
-0.210502	0.94589
-0.663838	0.986107
-0.249993	-0.582588
-0.701383	0.120137
0.439964	-1.33171
-0.711667	-1.06057
-0.232443	0.472549
-0.796281	0.911118
1.16578	0.00766377
0.782559	-0.309197
0.653539	-0.0532354
0.0628381	0.834465
-0.789142	-0.558156
0.0900262	-0.794663
-1.26201	-0.763002
0.0858135	0.495855
-0.474955	-0.890621
-0.43232	-0.845153
0.149654	-0.96631
-0.790274	0.697131
-0.852246	0.538771
0.709662	0.166219
-0.788522	-0.157459
-0.815546	0.645976
0.867456	0.365052
-0.746475	-0.33163
0.353024	-0.654922
0.635592	-0.370612
1.12428	0.359295
0.159261	-1.2514
0.83455	-1.1843
-1.13112	0.404712
-0.493157	-0.740876
-0.999506	0.608284
-0.208708	-1.00868
-1.07432	-0.748867
-0.33109	-1.03741
0.721823	-0.275266
1.04079	0.158262
-0.654316	-0.650077
0.644031	0.477344
0.84462	0.250031
0.773373	0.0854855
0.568183	-0.170616
-0.603574	0.694176
0.173279	0.926341
0.928149	0.50134
-0.497989	0.623772
-0.57687	-0.88556
0.789018	0.44099
-0.762606	-0.699247
-0.983825	0.181487
0.660109	0.457476
-1.03871	0.798329
-0.696777	0.795812
-0.930307	-0.45649
-1.11894	0.731251
0.370503	-0.668598
-0.62415	-0.525345
-0.45817	0.326928
0.359531	0.622581
-1.10772	-0.262106
0.501593	-1.12867
-3.08853	-3.49742
4.61491	-1.98197
-4.89704	0.396076
-1.55325	-5.52386
-5.23703	0.95875
4.7188	-2.75816
2.22497	-3.96695
1.41834	5.11055
-4.7514	2.25377
0.588621	-5.02948
-4.70341	1.48589
-5.02202	0.200848
4.05076	2.0799
4.96573	0.0237424
5.48767	0.416507
2.06718	4.53987
3.48905	-2.76148
-4.67774	-0.940753
-4.84601	2.3458
-4.81367	1.74407
3.39807	3.69561
-1.42327	-4.76935
-5.03901	0.872661
-2.42815	-4.28664
4.51102	0.8209
4.62323	0.742033
-4.79145	-0.302126
-4.95689	-0.473184
4.01518	2.90085
4.92884	1.56015
-2.09227	4.35805
1.40595	4.47299
-4.16836	3.37315
3.97074	2.90048
-1.74933	4.59381
-1.9313	4.41639
-1.96717	4.48494
-1.99265	4.48606
-4.4969	-1.57065
2.29561	4.28759
4.53147	2.27269
-3.28023	-3.57059
2.38312	5.0098
-4.8363	-1.651
5.01792	-2.03307
-4.59146	-1.37869
-5.33614	-0.0570754
-3.11472	3.35831
-4.76937	1.83989
-2.86237	-4.10965
-2.36928	4.20161
-4.65933	1.78308
4.75798	-0.268509
4.08627	-2.468
2.21102	4.98337
2.70253	-4.11945
-4.55029	1.99031
-3.11992	4.30396
4.68407	0.994658
-3.21738	-3.93144
3.46397	-3.32856
-4.96639	1.08119
1.91994	-4.57159
-4.39121	-2.48726
-3.27159	3.70249
-4.8615	1.52586
-1.65416	4.39041
3.9767	3.17552
-1.27278	4.52666
-4.14326	1.99426
-1.10515	-4.64738
4.66668	-0.973343
-4.96529	-0.79953
5.32672	0.811976
-5.03439	1.06594
1.48804	-4.70741
-5.06971	0.280374
2.03334	-4.45522
1.35617	-5.22807
4.75627	-2.22638
-4.71613	1.35089
-5.43674	-1.06723
3.72679	-4.25788
-5.11384	0.156467
0.079772	-5.19345
0.186851	5.05647
2.23886	-4.62392
3.52078	3.43939
2.65166	-3.84481
-1.61462	-4.89315
-2.73852	-3.86341
4.70611	-0.759444
-3.81925	-3.36383
1.63775	4.61137
1.71515	4.47071
2.01764	4.51644
-4.69997	-1.51023
-2.71234	-4.4138
-1.50389	4.80885
-1.07321	5.10677
0.246743	-4.60633
-5.20088	-1.22466
3.4858	-3.774
0.56235	-4.72043
-1.39162	4.57221
1.96524	-3.94201
0.0726617	5.10597
4.76772	1.17109
3.10106	-4.25285
4.47683	1.57024
-5.29332	-0.27819
-1.90946	-4.09011
-2.07688	4.70477
-3.88266	3.43448
4.23575	1.7945
0.457645	-4.85115
0.459917	5.11246
5.00837	1.07703
4.39202	-1.78035
5.29214	-0.291086
4.95056	-0.499545
2.97129	4.10145
3.98573	2.91685
5.12593	0.206715
1.5405	4.61092
-5.22923	1.19402
-1.74738	-4.81175
-2.01186	4.70559
-4.77792	1.84498
2.2962	4.62855
-4.37395	2.28397
-4.32055	3.60482
1.8908	-4.92812
-2.96046	-4.35525
5.20711	-0.373888
-1.76255	4.57393
-3.7314	-3.16674
5.22017	-0.934447
2.55027	-3.95405
4.68498	-1.13174
4.30532	-2.12107
-2.79418	3.67365
1.9521	-3.88286
4.60448	0.853118
5.0426	-0.28366
-2.39022	4.76417
4.47653	-2.84502
2.45922	4.094
-2.93504	4.58795
-2.38984	-4.54971
-4.87887	-0.941342
-4.71565	-2.39744
-4.16299	-2.65704
-0.938076	-5.05769
-5.34932	0.110338
3.41679	3.51812
4.53935	-1.72684
5.32115	0.510753
-4.35677	-2.79317
-4.74819	1.71471
-3.15715	3.60774
-3.79166	2.64324
-0.347496	-4.94935
-1.45801	4.8121
2.37996	4.76937
-0.271427	5.12739
-4.75419	0.345466
-1.75641	4.84069
2.34748	-4.55794
4.63831	-1.27583
-4.61272	0.700085
4.10502	-2.05468
-3.7462	3.84159
4.23538	-1.93515
-5.05571	0.875918
0.427854	5.32855
-2.16558	-4.2117
-2.82805	-4.09207
-1.72865	-4.50848
-4.98913	1.125
-1.48294	-4.85201
3.82934	2.40804
-0.784801	4.86981
-2.72882	-3.65239
5.30608	0.833531
3.74316	3.33743
4.36091	-2.81481
-2.53735	-4.35813
-4.43177	2.46526
-0.745713	-4.91541
4.79035	-1.39286
-0.317807	4.97559
4.70278	-0.0488173
4.99321	-0.296098
-1.85817	-4.29655
3.22464	-3.93774
1.51379	4.78714
-3.06753	-4.21329
-4.90857	0.423774
0.332744	-4.491
3.61474	-3.49136
-2.27504	-4.73817
1.70557	-4.73692
-2.56635	4.06815
4.68024	1.41917
4.5326	1.35327
2.84205	3.74937
-3.51424	4.1119
0.516235	5.25002
-1.3874	5.06905
4.02854	-2.8153
-3.26477	-3.88084
-4.17489	-2.63815
4.61755	-1.64542
-2.142	-4.57894
2.33029	4.30914
1.81318	5.08839
3.36183	-3.08201
-4.2899	2.07403
-4.61752	2.05053
4.68326	1.58769
3.44277	3.23796
-1.70384	4.97214
1.63865	4.74306
0.0397715	-4.43616
-1.87327	-4.56227
3.069	-4.08874
-2.78127	-3.99074
0.400433	-4.94711
-1.62743	4.89125
3.23298	3.91359
-4.90258	1.64433
5.21294	0.257805
-5.02088	-0.0979321
-2.31797	4.56968
-4.23899	-2.9346
4.85924	-2.32244
-4.97787	0.996447
-3.34762	-3.02958
-1.12747	-5.12579
5.09303	0.45513
-5.05895	1.39886
-5.13149	1.37464
-4.2629	3.00677
-3.97441	-3.44962
-4.04463	2.42919
-3.38861	-3.81802
-4.40687	-2.18101
-1.06358	4.86603
-4.91813	1.78095
-0.0256775	-5.00792
-4.53661	-1.18049
-4.14067	-2.55744
3.82832	-2.62218
0.53623	-5.17101
4.92086	-0.339248
1.42081	4.78591
-4.81435	2.08738
-3.86097	2.93356
-0.280131	5.36817
-4.31925	2.23269
1.84717	4.77432
5.25262	0.728683
1.89779	4.89067
-4.49113	-1.94275
4.29847	2.54873
-2.84823	4.29986
-4.80845	0.226649
0.679199	4.34251
4.94602	1.35262
5.14166	0.359198
2.59233	-4.57643
-3.24449	3.24357
-1.10276	4.41705
4.74029	-2.08616
-3.39147	-3.43234
-0.786597	5.28039
-3.49656	-4.03159
-2.06919	4.39355
-1.51677	-4.69305
-3.50663	3.82555
-4.70618	-0.616718
1.69615	4.8493
3.98682	-2.56407
-4.46064	1.49277
3.65959	-3.17155
-3.45974	3.1139
2.10982	-4.70148
-4.7877	2.26363
4.2252	2.40124
-0.561136	-4.78913
5.09078	-0.47806
-4.96605	-0.22936
-4.78051	1.32742
-4.90898	-0.487941
-5.66761	-0.995728
-3.03073	-4.13945
-1.98752	4.79225
3.46192	3.82176
-5.28545	-1.09661
4.65128	0.0942787
4.51642	0.013631
-4.27425	-2.88013
2.73517	-3.97004
-3.85952	3.27999
-3.44289	-3.73959
3.71333	-3.06877
4.43319	1.45896
1.85402	-4.42027
-3.55193	-3.54289
-0.628742	-4.8474
3.80419	-3.04563
0.891223	4.98413
-0.10524	-5.14614
5.21854	0.996323
1.8183	-4.81007
4.2135	-2.71604
2.37024	-4.37366
-0.909902	5.09036
-4.83758	1.5585
4.34606	-2.85046
-4.79438	-1.29607
3.49171	3.81555
-3.14695	-3.77701
4.92048	-1.14912
-1.06796	-4.6912
4.10133	2.14654
4.55395	-2.99607
-4.08259	3.3291
-4.46093	2.94415
4.94803	1.48187
4.73635	0.145594
4.23592	-3.47845
-4.61335	-2.23874
-3.82757	-3.28749
-4.33998	-2.62506
-0.624314	4.52643
-4.29374	-2.11939
4.29448	-1.12294
-0.203974	4.79174
1.36245	-4.76942
-3.01233	3.8296
4.21046	-1.96537
-5.13865	0.917793
-0.380695	4.97954
4.91806	0.0566561
-4.30086	2.9206
-4.76423	0.557695
3.3264	-3.68338
-3.80371	3.47074
-1.41483	-4.93761
-0.0940552	5.05475
2.56312	-4.1369
-3.90904	2.98217
1.28291	-5.02571
-4.60307	-2.36666
4.906	-0.678722
1.87601	4.64824
1.41639	4.90901
-1.3564	-5.05497
-3.00975	3.84431
-1.29129	-4.69689
4.86689	0.311187
3.41367	3.44885
-3.00574	-4.40754
-3.93988	2.86985
1.70656	4.22978
-3.52866	-3.78236
0.715387	4.78027
0.710471	-5.03857
-5.11409	0.648923
3.33941	-3.86399
1.77005	-4.28183
-0.92028	5.0986
4.65776	1.87131
1.15302	-5.0893
-3.84545	-3.9825
1.72447	4.45096
5.12314	-0.581542
-0.373729	-5.45404
-1.84682	-4.37705
0.136876	4.71866
-4.40948	-0.785947
-4.2066	2.67455
3.95801	3.08435
0.0983774	-5.00101
0.23788	-5.23163
4.03695	2.88886
-2.15313	-4.59952
4.83554	-1.61857
-3.50519	-3.77373
-3.45897	-3.53362
-3.51952	-3.46911
-1.95408	4.52136
1.42818	4.68991
2.45981	4.3016
-5.02694	1.98939
-4.06363	2.67386
-1.21907	-4.59286
-1.24044	-4.61711
0.365236	-5.11357
-4.87465	1.83577
4.38104	-2.65339
3.14563	3.78607
4.36006	-1.80178
3.18063	-3.81324
1.44405	4.71169
1.96449	4.30795
5.37438	-0.853402
-0.774274	-5.51532
1.92904	-4.37205
0.409122	-4.96094
-3.99435	-2.86589
-1.06659	-4.43912
0.53938	-4.60294
-4.65317	-1.64693
3.25248	4.00883
-1.16233	-4.91958
-1.63995	-5.16817
5.08717	1.13121
-3.54994	3.76941
-4.75382	2.14152
-3.40562	3.7639
-3.34486	3.51973
1.36595	5.05978
-4.20794	-2.71084
-5.02618	-2.02239
3.99467	-3.03483
3.71822	-2.32652
-5.00472	1.65996
-1.60808	4.29754
-3.28452	-4.17119
0.778539	-4.97363
0.43493	-5.05534
0.817579	-5.17313
4.36276	2.39984
-4.52387	-1.87864
-4.96591	1.55434
2.01941	-4.15119
1.51796	-4.64007
-0.597517	5.11105
1.5537	4.91839
-4.60041	1.12803
3.22385	3.88448
1.96414	4.46051
4.89647	-0.116406
0.00692157	5.23515
-3.12478	-4.15464
-4.51931	1.5883
4.55099	-2.166
-4.59357	2.8412
4.75802	-1.03027
-2.4458	4.02139
-2.24669	-4.40765
-0.0273145	5.10313
4.8343	0.650175
4.80541	0.983869
5.04231	-0.0851083
4.16781	-2.53831
1.24087	-4.97
-4.94999	-1.38893
-4.10792	-2.71583
4.95891	0.926655
1.22202	4.82638
-3.1753	-3.60545
-4.06942	-2.8112
4.17889	2.51659
-1.12725	-5.17419
-3.65587	3.26259
-2.59516	-4.5113
2.15243	-4.81253
1.80429	4.85861
3.96577	3.10502
4.82086	0.780099
4.58632	1.28361
-2.01643	-4.4475
-4.0013	-3.30456
-4.60801	0.914536
2.81249	4.16727
2.10714	-4.76545
0.791017	4.85652
0.622245	-4.95427
-3.85837	-3.12395
1.87337	-4.77134
0.0425752	-5.09895
-4.78877	-0.824827
2.5366	-4.36972
-4.62648	-1.84904
-2.21392	4.28139
-1.45067	-5.21501
4.37717	2.57332
1.95205	-4.87283
-4.7216	-1.20686
3.20882	-3.77487
1.61125	-5.09364
3.12073	3.44618
3.67786	3.63856
-0.0555042	5.29857
-0.365244	-4.87786
1.95492	-4.89361
