x	y
-1.10349	-0.261118
0.707235	-0.0731678
0.187132	0.198485
-0.998353	0.0409525
0.679125	-0.333196
-0.694416	0.560623
0.741082	-0.496764
1.09013	-0.44219
0.240726	-0.736906
-0.59064	0.658305
0.911768	0.527544
0.835601	-0.344858
-0.411097	-0.391569
0.478272	-1.3435
0.655892	0.781628
-0.796859	-0.616875
0.734869	-0.876285
0.269214	-1.36051
-0.214104	0.673331
1.54469	-0.298803
0.569993	1.14735
-0.657111	0.950437
0.11596	-0.909009
1.08808	0.321687
1.18087	-0.362812
1.01717	1.11636
0.540971	-1.05758
-0.400901	-0.415087
-0.681363	0.224812
-1.21285	0.0383393
-0.852231	0.579183
0.0628842	1.19359
-0.766512	-0.507137
0.75536	0.369173
0.0616245	0.566005
1.36134	-0.285692
-0.331603	0.332606
0.346573	-1.00065
0.483094	0.852982
-0.792025	-0.38248
-0.184315	1.16779
0.971772	-0.2616
1.3544	0.289428
-0.98278	-0.727672
0.714517	-0.212905
0.597324	0.0707255
-0.313278	-0.444031
-1.06959	-0.271202
0.280062	0.8764
-0.841874	0.133076
-0.650213	1.04016
0.258185	0.260982
1.26366	-0.220034
0.640692	0.0856834
-0.259805	-0.680865
-0.515427	-0.51423
0.0820731	-0.948976
-0.896885	-1.01231
0.75734	0.815723
0.561935	0.712541
0.663884	-0.543584
-0.606209	0.444421
-0.597148	0.501653
0.134766	1.5145
-0.439734	-1.00443
0.890775	-0.138879
-0.747206	-0.255987
-0.600901	0.0925076
0.784663	-0.968421
0.0995526	1.19544
0.831019	0.480312
0.810916	0.709385
-0.2928	-0.356024
-0.140969	1.27531
0.884508	0.238673
0.790997	0.234111
0.436285	0.949459
1.06593	-0.12038
-0.427389	0.805455
0.0574251	-0.738053
0.718917	-0.685132
1.08125	0.0157598
-0.26086	1.01052
0.788504	0.604599
-0.914117	-0.735845
0.652518	-0.853038
0.209097	-1.09956
-1.1205	-0.621995
-0.531843	1.24453
0.331492	0.544981
0.707978	0.328604
-0.611434	-0.0767985
0.770794	0.686629
0.108849	-1.04773
-0.769263	-0.98149
0.62608	0.838217
-1.14907	-0.740963
0.0954739	1.21167
-1.29354	-0.682864
-0.401401	1.12205
0.887609	0.340566
-1.16946	0.338713
-0.558569	-0.167328
-0.677301	-0.816363
-0.413596	0.849283
0.685204	0.835392
-0.416173	0.8762
-1.09438	-0.449068
-0.577983	0.660623
0.642102	0.846469
1.0766	0.612406
-0.43384	-0.549065
-0.746068	0.46116
-0.231386	-1.11245
1.24388	0.382059
-0.16507	-1.22837
0.348283	-0.667944
0.77971	-0.140146
-0.273834	-0.389381
0.37384	-1.22285
0.406265	-0.649939
-0.776346	-0.369431
-0.680335	-0.326359
-0.313892	1.08798
0.90897	-0.621013
-0.671727	-0.832821
1.08724	-0.166842
-0.0826336	1.08936
-1.13596	0.493334
-0.980253	-0.243139
1.20273	0.703806
0.632768	-0.181421
0.688568	0.306708
-0.730978	0.268323
0.677068	-1.04253
-0.165667	-0.643088
0.763668	-0.241187
0.772478	0.165779
0.786451	0.0514942
0.85602	0.586681
-0.621163	0.040004
-0.209284	-1.13834
-0.591169	0.150493
0.0359112	-1.0947
0.422363	-0.628411
-0.377473	1.08564
-0.213331	1.06224
-1.10092	0.326517
0.638473	-0.432034
0.667832	0.439168
-0.55118	0.815237
-0.568575	-0.713144
0.753259	0.887513
-0.496992	-0.553388
0.393289	-0.635297
1.14118	0.550031
-0.795666	-1.29819
-0.528763	0.16144
-0.0113355	0.740766
-1.15235	-0.471283
-0.60376	0.401422
-0.0840359	0.919717
0.5607	1.16029
0.912696	-0.111843
0.414794	-0.68698
0.955834	1.07529
0.131304	0.95181
0.767391	0.416946
-0.755382	-1.05235
-1.049	-0.31354
-0.114014	0.846962
0.457975	-0.766485
0.311268	0.220542
-0.939904	0.149684
0.644702	0.0562637
0.97253	0.575059
-0.400096	-0.806803
1.12451	-0.472628
-1.09426	-0.102215
0.574687	0.57687
0.571547	0.244545
0.899254	0.423613
-0.220674	-0.974816
-1.08128	0.221797
0.194254	-0.85281
0.402644	0.85291
0.345251	1.04499
-1.00593	-0.310501
0.2276	-0.844565
1.20521	0.433945
0.715868	-0.201245
-1.08359	0.718174
0.116093	-1.02669
-0.0287008	1.11581
1.35642	0.240635
1.33236	0.54764
0.0478456	0.963819
-1.29811	-0.134256
-0.443569	1.22467
-0.434046	0.864467
-0.815299	-0.137906
-1.41126	-0.204006
-0.42969	1.09093
-0.541166	0.0427694
0.361113	0.898217
0.78385	1.18812
0.763553	-0.0471193
-0.107542	1.18984
-1.15713	-0.86501
0.969853	-0.312184
0.162719	-0.72855
1.27986	0.423621
0.183265	-1.09264
1.41562	0.504204
-0.667848	0.106374
0.932864	0.74261
-0.945136	-0.0235339
-0.855838	-0.0454854
0.769876	0.461768
1.11892	-0.0700825
0.747661	0.463259
-1.35005	0.414106
0.0167265	-1.13494
1.05723	0.00810085
-0.289256	-0.905088
-1.48813	0.528581
0.993354	-0.748776
0.969249	-0.273132
-0.44762	-0.860642
-0.448557	-0.0878447
-0.533159	-0.286851
0.869755	0.139962
-0.90856	-0.254435
0.375731	-0.88355
-0.407112	-0.666776
0.0556235	0.612272
0.829673	-0.576495
-0.870797	-0.598112
-0.705022	0.7971
-0.679807	-0.15322
-0.324819	-1.11977
-0.722645	0.55247
-0.940569	0.233653
-1.30953	0.444765
0.0317841	-1.03702
-0.641948	0.0520942
-1.21428	-0.314599
-0.994597	-0.242144
0.805394	0.175673
0.752291	-0.356262
0.386548	-0.557248
0.874614	-0.325988
-0.812265	-0.30321
-0.27496	-0.96012
0.705757	0.154268
0.326825	0.767224
0.946339	-0.496133
0.577172	0.671935
-0.480384	-0.284541
-0.778341	-0.595937
-0.585284	0.855918
0.673257	-0.163915
1.02534	0.736868
0.892808	0.388306
1.05737	0.277648
0.136946	-0.897706
0.0766824	-0.375097
-1.09954	0.0946005
0.238682	-1.1249
0.633673	0.377213
0.565253	-0.621378
-1.55788	-0.0906229
0.626885	0.787704
-0.19844	0.884035
-0.201985	-1.15813
-0.95193	0.565294
-0.727685	-0.235173
-0.190986	-0.276096
0.0909242	-1.00633
0.396349	1.15
-0.240777	1.19226
-0.204532	-0.867403
1.18041	0.0421962
-0.822079	-0.618231
-0.414007	-0.74083
1.12357	0.343806
0.549479	0.117517
1.09065	-0.670205
-0.463529	-0.320663
0.839556	0.0766469
-0.114175	0.476016
1.09905	-0.537416
-0.111594	-0.0875175
0.653712	0.846043
-0.165667	0.249624
0.873464	0.00961379
1.0029	-0.00885942
0.780052	-0.453272
-0.700265	-0.891808
-0.121932	1.11157
-0.425027	-0.735033
0.748904	0.412165
-0.342125	-0.583001
-0.973	-0.483486
1.04073	-0.59804
-0.815202	0.94983
-0.855589	-0.533626
-0.12041	1.37881
-1.34884	-0.728021
-1.03341	0.201282
-0.604368	0.823278
-0.467975	0.867866
0.714191	-0.300795
0.22237	-1.46574
0.216781	-1.45046
-0.249633	0.679625
1.08305	0.0767274
1.54142	-0.00519189
0.133937	-1.07628
0.463546	0.980666
-0.485212	1.18741
-0.23925	0.854564
-1.10495	0.710636
-0.832662	-1.08571
0.592677	-0.572833
0.373918	0.852196
0.373571	1.03283
-0.926923	-0.0462577
-1.04923	-0.502678
-0.046663	1.02027
-0.250129	0.694797
-0.39043	1.05002
-1.10817	-0.168139
1.11155	-0.613446
1.09064	0.344859
-0.356807	-0.286868
-0.10724	1.01597
-0.931343	-0.151943
