x	y
0.400433	-4.94711
3.069	-4.08874
1.70557	-4.73692
3.61474	-3.49136
3.80419	-3.04563
3.99467	-3.03483
4.34606	-2.85046
4.16781	-2.53831
3.71822	-2.32652
4.38104	-2.65339
4.55395	-2.99607
4.2135	-2.71604
3.71333	-3.06877
3.65959	-3.17155
3.98682	-2.56407
3.82832	-2.62218
3.36183	-3.08201
4.02854	-2.8153
0.332744	-4.491
0.0397715	-4.43616
3.22464	-3.93774
-4.43177	2.46526
-2.53735	-4.35813
4.36091	-2.81481
-2.72882	-3.65239
-1.48294	-4.85201
-4.98913	1.125
-1.72865	-4.50848
-2.82805	-4.09207
-2.16558	-4.2117
-5.05571	0.875918
-3.7462	3.84159
4.10502	-2.05468
4.55099	-2.166
4.36006	-1.80178
4.21046	-1.96537
4.74029	-2.08616
4.83554	-1.61857
4.92048	-1.14912
4.75802	-1.03027
4.906	-0.678722
5.37438	-0.853402
5.12314	-0.581542
4.29448	-1.12294
5.09078	-0.47806
5.04231	-0.0851083
4.89647	-0.116406
4.86689	0.311187
4.82086	0.780099
4.95891	0.926655
4.80541	0.983869
4.58632	1.28361
4.8343	0.650175
5.08717	1.13121
4.91806	0.0566561
4.73635	0.145594
4.94803	1.48187
4.65776	1.87131
5.21854	0.996323
4.43319	1.45896
4.51642	0.013631
4.65128	0.0942787
5.14166	0.359198
4.94602	1.35262
5.25262	0.728683
4.92086	-0.339248
5.09303	0.45513
4.85924	-2.32244
5.21294	0.257805
4.68326	1.58769
4.61755	-1.64542
4.5326	1.35327
4.68024	1.41917
4.99321	-0.296098
4.70278	-0.0488173
4.79035	-1.39286
5.30608	0.833531
4.23538	-1.93515
-4.61272	0.700085
4.63831	-1.27583
2.34748	-4.55794
-4.75419	0.345466
-0.347496	-4.94935
-3.79166	2.64324
-3.15715	3.60774
-4.74819	1.71471
-4.35677	-2.79317
5.32115	0.510753
4.53935	-1.72684
-5.34932	0.110338
-0.938076	-5.05769
-4.16299	-2.65704
-4.71565	-2.39744
-4.87887	-0.941342
-2.38984	-4.54971
-2.93504	4.58795
4.47653	-2.84502
5.0426	-0.28366
4.60448	0.853118
1.9521	-3.88286
-2.79418	3.67365
4.30532	-2.12107
4.68498	-1.13174
2.55027	-3.95405
5.22017	-0.934447
-3.7314	-3.16674
5.20711	-0.373888
-2.96046	-4.35525
1.8908	-4.92812
-4.32055	3.60482
-4.37395	2.28397
-4.77792	1.84498
-1.74738	-4.81175
-5.22923	1.19402
5.12593	0.206715
4.95056	-0.499545
5.29214	-0.291086
4.39202	-1.78035
5.00837	1.07703
0.457645	-4.85115
4.23575	1.7945
-3.88266	3.43448
-1.90946	-4.09011
-5.29332	-0.27819
4.47683	1.57024
3.10106	-4.25285
4.76772	1.17109
1.96524	-3.94201
0.56235	-4.72043
3.4858	-3.774
-5.20088	-1.22466
0.246743	-4.60633
-2.71234	-4.4138
-4.69997	-1.51023
-3.81925	-3.36383
4.70611	-0.759444
-2.73852	-3.86341
-1.61462	-4.89315
2.65166	-3.84481
2.23886	-4.62392
0.079772	-5.19345
-5.11384	0.156467
-5.43674	-1.06723
-4.71613	1.35089
4.75627	-2.22638
1.35617	-5.22807
2.03334	-4.45522
-5.06971	0.280374
1.48804	-4.70741
-5.03439	1.06594
5.32672	0.811976
-4.96529	-0.79953
4.66668	-0.973343
-1.10515	-4.64738
-4.14326	1.99426
-4.8615	1.52586
-3.27159	3.70249
-4.39121	-2.48726
1.91994	-4.57159
-4.96639	1.08119
3.46397	-3.32856
-3.21738	-3.93144
4.68407	0.994658
-3.11992	4.30396
-4.55029	1.99031
2.70253	-4.11945
4.08627	-2.468
4.75798	-0.268509
-4.65933	1.78308
-2.36928	4.20161
-2.21392	4.28139
-1.95408	4.52136
-1.60808	4.29754
-1.98752	4.79225
-2.06919	4.39355
-2.31797	4.56968
-1.62743	4.89125
-1.70384	4.97214
-1.3874	5.06905
-0.92028	5.0986
-0.597517	5.11105
-0.380695	4.97954
-0.0555042	5.29857
-0.0273145	5.10313
0.00692157	5.23515
0.136876	4.71866
-0.0940552	5.05475
-0.203974	4.79174
-0.624314	4.52643
-0.909902	5.09036
-0.786597	5.28039
-0.280131	5.36817
-1.06358	4.86603
-1.10276	4.41705
-0.317807	4.97559
-0.784801	4.86981
0.427854	5.32855
-1.75641	4.84069
-0.271427	5.12739
-1.45801	4.8121
-2.39022	4.76417
-1.76255	4.57393
-2.01186	4.70559
0.459917	5.11246
0.791017	4.85652
0.715387	4.78027
0.891223	4.98413
0.516235	5.25002
-2.07688	4.70477
0.0726617	5.10597
-1.39162	4.57221
-1.07321	5.10677
-1.50389	4.80885
0.186851	5.05647
-1.27278	4.52666
-1.65416	4.39041
-2.86237	-4.10965
-4.76937	1.83989
-3.11472	3.35831
-5.33614	-0.0570754
-4.59146	-1.37869
5.01792	-2.03307
-4.8363	-1.651
-3.28023	-3.57059
4.53147	2.27269
4.37717	2.57332
4.17889	2.51659
4.36276	2.39984
4.03695	2.88886
3.96577	3.10502
3.95801	3.08435
4.10133	2.14654
4.2252	2.40124
4.29847	2.54873
3.74316	3.33743
3.67786	3.63856
3.41367	3.44885
3.12073	3.44618
3.22385	3.88448
2.81249	4.16727
3.25248	4.00883
3.14563	3.78607
2.45981	4.3016
1.96449	4.30795
1.96414	4.46051
1.80429	4.85861
1.5537	4.91839
1.22202	4.82638
1.36595	5.05978
1.44405	4.71169
1.42818	4.68991
1.72447	4.45096
1.70656	4.22978
1.41639	4.90901
1.87601	4.64824
3.49171	3.81555
3.46192	3.82176
1.69615	4.8493
1.89779	4.89067
1.84717	4.77432
1.42081	4.78591
3.23298	3.91359
1.63865	4.74306
3.44277	3.23796
1.81318	5.08839
2.33029	4.30914
2.84205	3.74937
1.51379	4.78714
3.82934	2.40804
2.37996	4.76937
3.41679	3.51812
2.45922	4.094
2.2962	4.62855
1.5405	4.61092
3.98573	2.91685
2.97129	4.10145
2.01764	4.51644
1.71515	4.47071
1.63775	4.61137
3.52078	3.43939
3.9767	3.17552
2.21102	4.98337
2.38312	5.0098
2.29561	4.28759
-4.4969	-1.57065
-1.99265	4.48606
-1.96717	4.48494
-1.9313	4.41639
-1.74933	4.59381
3.97074	2.90048
-4.16836	3.37315
1.40595	4.47299
-2.09227	4.35805
4.92884	1.56015
4.01518	2.90085
-4.95689	-0.473184
-4.79145	-0.302126
4.62323	0.742033
4.51102	0.8209
-2.42815	-4.28664
-5.03901	0.872661
-1.42327	-4.76935
3.39807	3.69561
-4.81367	1.74407
-4.84601	2.3458
-4.67774	-0.940753
3.48905	-2.76148
2.06718	4.53987
5.48767	0.416507
4.96573	0.0237424
4.05076	2.0799
-5.02202	0.200848
-4.70341	1.48589
0.588621	-5.02948
-4.7514	2.25377
1.41834	5.11055
2.22497	-3.96695
4.7188	-2.75816
-5.23703	0.95875
-1.55325	-5.52386
-4.89704	0.396076
4.61491	-1.98197
